Game Duration,Total Team Gold Earned,Total Team Crowd Control Time,Average Team Account Level,Average Team Champion Mastery,Total Team Kills,Total Team Vision Score,Win
1570,48617,55,311.0,11594.8,14,123,0
1881,51997,83,215.4,13000.4,10,159,0
1881,64669,66,320.4,16067.8,20,200,1
1395,45679,74,241.6,9556.0,15,124,0
1395,47927,82,166.2,11338.0,23,105,1
1354,53399,140,371.2,11398.8,41,127,1
1354,42765,85,350.0,9499.8,19,104,0
1449,36018,96,343.8,7866.8,13,74,0
1449,53180,71,279.0,11248.0,40,114,1
2127,73033,173,423.2,16900.6,32,227,1
2127,74643,140,364.0,18168.0,34,200,0
1753,56847,96,428.6,12940.8,32,160,0
1753,64399,73,345.8,13886.6,33,200,1
1012,24685,28,267.6,5547.8,6,48,0
1012,36145,32,203.4,7129.0,17,66,1
1542,55131,98,282.8,11964.6,27,123,1
1542,42363,82,401.0,10252.8,14,77,0
965,36020,39,365.2,7258.6,19,88,1
965,25585,43,582.4,5815.0,4,62,0
1170,37012,52,356.8,8480.2,11,102,1
1170,29425,34,194.2,7132.8,6,77,0
1271,35640,59,289.8,8464.4,14,86,0
1271,49434,73,342.4,9947.0,26,94,1
1808,60483,191,306.0,13820.8,35,182,1
1808,55383,366,145.4,11810.4,33,139,0
1241,46234,109,399.2,9522.8,29,113,1
1241,34019,43,368.6,7212.2,11,108,0
1844,64506,191,336.4,13854.8,36,183,1
1844,54355,107,459.2,12185.6,17,196,0
1935,66511,142,320.4,14355.8,43,179,0
1935,71835,126,491.4,17144.6,49,186,1
1311,38344,79,525.6,8443.8,13,101,0
1311,50938,72,204.8,10810.0,26,101,1
1878,62355,131,264.0,14551.8,29,188,1
1878,54716,91,398.4,12653.6,29,163,0
1818,64369,93,460.2,15544.2,29,176,1
1818,51702,78,277.4,12202.0,20,163,0
976,36976,56,484.0,7704.2,25,61,1
976,27973,33,314.4,6573.8,10,41,0
1664,58406,146,284.0,13873.4,28,154,1
1664,54032,84,357.0,12423.4,21,136,0
1786,60283,119,403.4,13285.0,27,164,1
1786,48644,108,339.6,10765.4,18,146,0
1213,45327,75,292.6,8936.6,34,88,1
1213,32456,51,327.6,7180.8,14,49,0
1835,54342,120,266.8,12533.0,30,167,0
1835,69663,159,361.4,15843.6,57,197,1
1567,46380,131,418.4,9866.2,20,127,0
1567,60678,120,401.6,12922.4,43,131,1
1140,30714,51,167.8,6830.0,9,82,0
1140,43265,158,468.8,9119.0,29,78,1
1478,49988,79,227.4,11157.6,23,162,1
1478,41285,87,330.8,9127.2,14,139,0
1647,54174,71,295.6,12720.4,26,167,1
1647,48010,72,264.2,11599.0,16,152,0
1869,57788,86,157.6,13509.8,26,196,0
1869,68087,102,158.2,16534.4,40,220,1
1793,64839,114,369.8,14922.4,34,180,1
1793,54225,125,285.2,11950.2,28,164,0
2341,71903,107,312.8,15927.6,23,227,0
2341,77234,109,293.0,19619.4,35,263,1
1765,56404,171,471.4,11886.0,29,174,0
1765,60737,178,237.6,14092.4,34,150,1
915,31050,49,368.4,6495.0,17,66,1
915,26158,27,390.4,5758.8,7,46,0
1869,59198,103,376.6,12968.2,23,162,0
1869,61835,75,311.0,15754.0,31,204,1
1936,76092,156,301.8,17120.8,44,225,1
1936,63901,388,493.4,14660.0,39,197,0
1596,47440,106,255.2,10752.4,17,202,0
1596,56330,79,297.2,13430.6,31,169,1
1427,42477,36,295.4,9811.4,19,140,0
1427,52457,34,201.4,12588.0,35,82,1
936,25089,34,448.6,5774.2,5,44,0
936,32395,48,345.2,6823.2,16,53,1
1696,57887,116,441.8,14153.2,31,170,1
1696,50651,85,266.4,11686.0,21,193,0
1650,58024,125,165.4,12445.2,31,124,1
1650,50982,62,224.0,11950.8,24,115,0
2086,65376,90,303.0,15367.6,26,175,1
2086,62815,88,393.4,16105.0,22,189,0
1157,43217,71,384.8,7892.4,24,87,1
1157,31694,53,413.8,7090.2,9,64,0
2075,65507,118,285.6,15173.4,30,220,0
2075,68989,144,224.4,16487.2,25,166,1
1535,46671,74,253.0,10252.8,19,117,0
1535,58881,90,400.4,13098.4,36,136,1
1096,41718,33,183.0,8179.0,29,99,1
1096,30306,53,318.4,6536.0,7,53,0
1260,33103,60,167.2,7308.4,12,93,0
1260,46273,68,259.4,9676.8,28,91,1
1568,45226,99,358.0,10961.8,19,107,0
1568,60378,94,217.0,13531.2,36,183,1
2165,68897,150,173.8,16152.6,33,204,0
2165,68253,138,202.2,17148.4,27,185,1
924,34902,46,233.2,7087.8,20,61,1
924,21781,22,132.8,5245.2,3,47,0
1470,48315,59,259.6,11285.2,16,160,1
1470,36946,44,211.4,9426.6,5,118,0
1352,39382,74,301.8,8995.8,13,120,0
1352,48955,118,169.4,11128.6,29,137,1
1876,65374,82,463.0,15430.8,31,169,1
1876,56775,82,180.8,13315.2,25,194,0
1153,46066,74,257.2,9203.4,31,94,1
1153,33168,41,147.6,7459.0,10,82,0
1117,43167,96,301.8,8689.8,29,95,1
1117,34407,55,421.6,7198.0,14,77,0
1612,54003,159,366.0,11823.4,27,131,1
1612,53330,68,282.0,12756.8,25,114,0
1659,55302,106,548.6,13032.6,36,146,1
1659,44135,47,510.2,10362.6,8,120,0
1464,41408,83,502.4,8898.4,17,73,0
1464,54226,114,318.4,11886.4,25,137,1
1835,63580,113,412.2,14580.6,40,141,0
1835,68883,130,536.6,15964.8,40,152,1
1375,41630,72,475.0,9100.4,12,114,0
1375,48396,72,446.4,11303.2,26,103,1
2010,74767,134,409.4,17444.8,45,174,1
2010,71623,101,494.2,15572.0,35,201,0
1393,37357,90,399.4,7938.6,14,111,0
1393,48057,106,484.2,9663.6,26,118,1
1980,61517,96,430.8,15444.8,18,191,0
1980,67324,54,430.2,15987.0,15,214,1
2689,90603,173,232.8,23640.2,50,246,0
2689,90383,122,454.4,21918.2,40,224,1
1656,63151,104,517.8,14249.2,38,156,1
1656,49333,130,390.0,11567.0,24,162,0
1889,65388,48,405.8,14618.8,34,199,1
1889,59569,120,332.2,12670.6,22,139,0
1809,57919,97,480.8,13809.0,28,158,0
1809,66099,74,448.4,14793.8,36,179,1
1102,42131,63,331.6,8588.2,30,84,1
1102,31057,78,303.4,7125.0,15,48,0
1244,42389,71,348.8,8531.8,23,95,0
1244,45032,84,388.0,9354.0,32,120,1
1369,41108,123,399.2,8747.2,16,110,0
1369,49686,49,280.0,11422.8,29,101,1
1237,44486,81,212.6,8985.8,26,100,1
1237,38511,52,549.2,7766.8,18,87,0
1213,48296,56,375.8,10342.4,32,80,1
1213,36449,90,480.0,8372.4,15,86,0
1714,61156,112,143.8,13579.8,37,186,1
1714,49757,69,401.6,10895.6,24,138,0
1735,56793,117,320.4,13560.6,27,113,0
1735,66975,73,311.4,15644.2,40,135,1
935,24401,36,341.2,5494.6,8,47,0
935,38092,49,169.2,7577.0,22,40,1
1968,64140,96,363.6,15072.2,28,155,0
1968,70716,84,313.0,17232.4,39,203,1
1915,60822,93,463.8,13258.2,35,159,0
1915,70590,93,354.2,15696.0,45,193,1
1698,60643,105,427.4,13740.8,34,138,1
1698,55219,94,466.0,12427.4,23,129,0
1478,42082,45,343.8,9478.0,17,94,0
1478,55181,42,379.2,12353.8,26,152,1
1527,42904,104,480.6,9926.2,16,146,0
1527,56688,132,515.4,13094.6,32,182,1
1399,40890,63,420.6,9386.8,15,120,0
1399,55123,74,466.4,12270.0,38,120,1
961,38863,35,486.6,7429.8,28,58,1
961,29708,36,273.6,6114.8,15,49,0
2156,68757,149,199.2,15305.8,38,216,0
2156,78174,175,519.2,18251.4,48,227,1
1222,37462,48,325.2,7582.6,18,87,0
1222,49915,68,425.6,9185.8,34,99,1
1481,55913,97,284.8,12068.8,34,160,1
1481,40787,84,358.6,9584.0,12,109,0
2226,70482,168,206.8,16560.4,45,177,0
2226,74910,133,183.8,17252.6,45,217,1
914,33070,47,183.8,6393.2,23,53,1
914,21781,40,282.0,5053.8,5,28,0
1710,63844,114,183.6,13816.0,51,143,1
1710,54848,219,324.0,12342.4,43,133,0
1603,47028,64,239.8,10765.6,12,138,0
1603,53193,75,220.8,12905.0,33,131,1
1472,40526,47,406.8,8971.4,8,113,0
1472,50750,61,282.2,11885.4,23,131,1
1474,39677,100,584.6,8740.2,9,126,0
1474,49157,72,348.0,11228.6,22,122,1
1112,27223,20,297.8,6704.0,3,62,0
1112,37742,39,382.4,8375.0,19,106,1
941,32860,47,192.6,6373.2,23,61,1
941,24320,51,264.2,5548.2,6,60,0
1320,33276,61,331.2,7694.0,8,94,0
1320,46446,54,439.6,10251.8,23,108,1
932,31573,57,354.4,6490.2,17,54,1
932,23637,32,380.2,5497.6,7,58,0
1486,39779,49,369.6,10306.0,11,131,0
1486,56200,53,377.2,12546.4,24,135,1
1326,49108,66,495.6,10991.0,27,116,1
1326,36414,55,309.8,8216.8,10,91,0
195,5222,2,218.4,733.4,2,1,0
195,5107,1,225.2,842.8,1,3,1
2715,94268,218,211.0,23796.6,53,305,1
2715,83646,214,208.4,20279.0,36,326,0
1861,66536,120,224.2,15264.4,40,182,1
1861,60963,103,548.6,14562.0,26,136,0
1897,58244,105,259.0,13224.2,21,151,0
1897,64491,100,481.0,16103.4,38,187,1
1683,63732,175,202.0,14217.6,36,157,1
1683,48616,117,228.2,11934.8,20,128,0
1073,40119,57,293.0,8844.2,28,72,1
1073,31285,54,447.2,6926.8,13,56,0
949,24420,36,264.8,5842.0,8,35,0
949,35121,34,170.8,7578.8,21,73,1
2455,86572,125,439.6,20018.8,50,311,0
2455,89912,169,562.8,21107.0,60,261,1
1707,53327,119,621.0,11567.0,24,129,0
1707,64421,120,472.4,14930.2,44,151,1
2039,63899,87,175.4,15293.0,27,162,0
2039,69991,116,366.6,17746.2,39,173,1
1762,60038,117,449.0,14024.0,31,148,1
1762,52466,115,297.2,12951.0,17,133,0
2132,70117,134,516.0,16965.0,40,186,1
2132,65174,376,493.2,14731.8,32,176,0
943,33056,64,413.6,6741.0,22,62,1
943,25313,72,421.2,5369.0,9,65,0
1597,49223,75,417.4,11381.0,17,129,0
1597,55324,74,419.4,12889.8,15,154,1
1358,40152,56,379.2,8838.2,12,110,0
1358,44463,62,647.6,10447.0,27,98,1
2137,65096,127,238.6,14163.2,29,226,0
2137,71322,130,338.6,16461.8,40,202,1
2157,65570,198,387.8,16302.4,25,200,0
2157,74698,96,319.6,18740.6,30,203,1
1363,40001,67,313.6,9048.4,17,90,0
1363,55788,69,377.4,11974.4,37,94,1
1505,52816,92,165.2,12274.6,26,144,1
1505,41886,113,385.0,9642.0,17,97,0
1891,60950,89,320.0,14423.8,30,182,1
1891,52430,118,198.2,11842.6,11,165,0
2031,70223,166,254.2,15555.2,37,170,0
2031,75002,187,257.6,17873.0,49,166,1
1791,60977,112,409.4,14372.8,30,203,1
1791,48810,51,221.8,11924.2,18,112,0
919,22103,28,455.2,5240.6,5,49,0
919,33239,30,558.2,7144.4,22,45,1
1948,56424,79,382.8,12488.6,30,140,0
1948,70716,96,416.2,15526.8,46,141,1
1221,47204,61,412.8,9625.0,24,98,1
1221,28822,45,502.0,6573.8,7,66,0
1522,57420,110,323.6,13173.6,40,120,1
1522,41763,80,413.8,9737.4,18,105,0
1018,35782,42,578.8,7852.8,17,71,1
1018,26902,59,193.2,6233.8,6,46,0
1721,64521,159,292.0,14928.2,42,164,1
1721,54821,110,442.4,12628.8,34,146,0
1535,48501,100,353.2,10138.6,26,103,0
1535,52612,88,444.0,11946.4,38,119,1
1480,45459,64,298.8,9745.2,17,114,0
1480,55608,54,400.4,12809.6,31,123,1
1779,66343,138,481.0,14781.4,42,145,1
1779,54816,135,316.6,12658.8,32,124,0
1703,52916,89,458.0,12502.2,27,107,0
1703,65164,104,399.2,15670.4,38,119,1
1852,62673,89,351.4,13832.8,30,142,0
1852,74240,77,244.8,15464.6,46,170,1
1798,52773,89,465.4,12027.2,17,132,0
1798,63481,129,321.0,14569.6,35,200,1
2077,59625,118,570.8,14270.6,23,173,0
2077,71509,120,325.6,16543.6,36,200,1
1552,41696,61,346.2,9447.0,15,99,0
1552,56107,58,564.0,12171.4,29,132,1
1644,54686,89,282.8,11332.4,25,138,0
1644,63351,118,321.8,13756.4,45,172,1
1391,59941,93,419.2,12483.4,41,95,1
1391,49043,96,207.8,11294.2,31,99,0
1679,64285,75,311.6,15159.0,39,152,1
1679,52325,77,447.6,13014.0,22,112,0
1619,59098,121,391.2,12983.2,37,149,1
1619,59668,122,258.8,11641.0,37,129,0
926,24233,39,220.8,5142.4,6,37,0
926,35159,69,501.8,6886.0,22,51,1
1283,42845,100,332.6,9856.0,27,96,1
1283,37489,77,225.2,8404.0,12,101,0
1549,52111,288,252.6,11671.4,26,94,0
1549,56879,135,468.2,12480.4,30,136,1
2322,70054,162,388.0,16676.2,27,261,0
2322,77465,109,334.6,19357.8,41,239,1
878,17811,39,295.0,3999.2,1,22,0
878,31858,35,386.0,6539.8,13,44,1
1357,54512,53,230.8,11804.8,38,99,1
1357,39504,85,296.4,9563.4,20,72,0
1922,76414,98,252.4,17584.2,42,129,1
1922,72783,313,455.6,17012.6,58,169,0
1341,37829,84,379.6,8084.0,11,108,0
1341,45369,105,489.2,9620.0,27,140,1
1813,67822,105,223.2,15961.8,40,168,1
1813,57392,95,276.6,13456.2,25,169,0
1750,61611,136,494.0,13836.8,40,156,1
1750,53756,135,362.4,11318.6,27,161,0
1401,39833,74,412.6,9024.4,15,87,0
1401,50236,88,362.8,11444.0,24,128,1
1557,46968,107,285.2,10490.4,23,119,0
1557,53063,122,477.0,12361.6,28,152,1
2759,94863,133,476.4,22434.0,35,327,1
2759,94404,94,350.2,23523.6,39,233,0
1277,45074,63,312.4,10246.8,21,102,1
1277,37737,40,428.4,8060.0,16,112,0
1421,42565,53,340.0,9555.6,11,96,0
1421,52679,91,255.0,11454.6,32,110,1
1287,36917,39,261.6,8460.2,13,110,0
1287,48406,50,378.0,10399.2,26,122,1
1538,51009,89,426.6,11356.8,20,99,0
1538,55015,163,251.8,11475.2,32,155,1
1651,49956,92,374.0,11472.8,17,118,0
1651,58028,78,196.6,13754.8,30,166,1
1546,52328,197,291.0,12225.4,25,144,1
1546,41610,95,310.4,9911.0,13,95,0
1703,59658,90,280.4,13430.4,41,129,1
1703,55019,266,221.0,12727.4,26,140,0
940,34412,55,467.4,6994.6,19,63,1
940,25795,23,512.8,6183.6,7,46,0
1209,34182,90,348.6,7533.0,13,74,0
1209,44627,64,435.6,9268.8,30,95,1
1410,36106,84,386.2,8314.2,5,108,0
1410,47831,69,315.2,11041.4,25,116,1
1951,66840,196,367.6,14477.0,36,200,0
1951,70122,222,292.0,16051.4,41,211,1
1453,51656,69,431.2,11950.0,31,110,1
1453,42268,78,559.4,9549.8,12,106,0
2023,71425,101,442.0,17184.6,39,194,1
2023,66061,92,381.4,15417.6,35,162,0
3146,104974,147,526.2,26688.8,51,391,1
3146,97200,98,255.4,24666.6,46,307,0
1596,47440,106,255.2,10752.4,17,202,0
1596,56330,79,297.2,13430.6,31,169,1
1561,44763,77,235.6,10826.4,18,106,0
1561,58545,70,273.8,14011.8,38,154,1
1535,49221,101,349.8,10706.4,25,93,0
1535,48780,141,405.2,10715.6,23,122,1
1509,46450,86,526.8,10768.4,20,120,0
1509,53251,83,521.2,12382.0,28,127,1
1456,51986,124,237.8,11217.4,30,121,1
1456,40988,130,289.4,9743.8,20,72,0
1722,56032,82,435.0,13288.8,23,153,1
1722,48514,106,435.4,11561.2,14,136,0
1364,40757,92,203.4,9008.8,17,122,0
1364,52846,47,322.4,11067.8,27,133,1
1747,67487,93,301.0,14709.0,38,194,1
1747,57404,127,274.4,13051.6,32,145,0
1230,33399,45,215.0,7198.6,9,89,0
1230,41049,77,300.4,8785.0,25,116,1
1999,63261,117,327.8,13343.8,28,215,0
1999,73648,83,435.6,16627.8,39,215,1
2159,64993,61,181.2,14333.8,15,227,0
2159,77033,129,311.2,18694.8,39,238,1
1516,47395,60,357.8,9929.8,21,139,0
1516,54864,64,194.4,11765.6,38,154,1
2091,68863,229,183.8,14827.4,36,211,1
2091,65471,67,419.8,15746.6,30,178,0
1725,60612,110,300.4,13143.4,34,183,1
1725,57100,88,296.0,12767.6,32,155,0
1428,36600,40,269.8,8965.2,8,80,0
1428,54181,31,341.6,12420.4,29,113,1
1518,57983,95,270.4,13491.8,31,142,1
1518,45850,41,328.0,11393.8,16,116,0
1990,69417,118,306.4,16345.8,37,191,1
1990,65660,87,277.6,15356.8,29,179,0
2463,86055,154,508.2,21141.2,49,225,0
2463,80586,116,239.2,19012.2,29,228,1
1189,42883,95,553.2,8410.4,21,90,1
1189,32468,79,450.6,7108.6,9,92,0
1798,66634,143,403.2,15905.6,44,182,1
1798,55826,93,571.0,12994.0,26,159,0
197,6203,3,266.4,857.2,3,2,1
197,4368,1,372.8,542.0,0,0,0
1694,52887,106,494.6,12390.2,20,169,0
1694,59574,56,251.0,13516.2,29,142,1
1245,32674,54,407.6,7730.4,7,112,0
1245,42705,59,273.6,9564.4,23,121,1
1720,53426,156,407.6,11746.4,26,156,0
1720,60738,112,152.6,14127.0,33,153,1
1273,46937,84,371.2,9717.0,32,96,1
1273,31160,61,360.0,7086.8,4,66,0
1659,62339,91,381.6,13668.0,42,186,1
1659,49616,101,294.4,11393.8,23,142,0
1851,66813,132,236.2,15522.2,35,154,1
1851,55639,115,237.8,13306.8,16,149,0
2034,71982,118,383.8,17959.2,38,191,1
2034,62518,93,301.0,14476.4,30,188,0
1797,65200,74,492.6,14923.6,36,140,1
1797,55397,59,230.2,13384.0,19,142,0
2757,96423,166,391.8,25115.4,48,306,0
2757,90353,120,302.4,21450.6,39,320,1
1873,61616,74,391.8,14790.6,23,194,1
1873,54575,96,302.2,13386.6,16,181,0
1850,54448,49,317.8,12627.0,18,188,0
1850,63513,154,302.2,14564.0,30,201,1
1311,48133,75,183.4,9226.4,32,102,1
1311,34708,59,492.6,8031.4,16,61,0
2156,68757,149,199.2,15305.8,38,216,0
2156,78174,175,519.2,18251.4,48,227,1
1949,67541,114,179.8,16361.4,34,268,1
1949,57079,80,389.4,13897.6,17,148,0
2246,85961,119,189.2,20194.6,58,241,1
2246,73190,205,296.8,17594.0,29,197,0
1448,34842,77,201.6,9059.8,10,88,0
1448,53052,106,212.4,11933.4,26,138,1
1719,55985,57,373.8,12502.6,19,150,0
1719,59898,49,314.8,13904.8,29,165,1
2466,90259,132,340.0,21749.8,44,335,1
2466,82192,191,314.6,20310.2,38,243,0
1581,43835,82,268.4,10559.0,18,125,0
1581,61341,75,592.2,13500.4,40,146,1
1753,53740,143,393.6,12645.8,31,115,0
1753,65894,139,197.0,14282.2,39,118,1
2195,70617,157,197.0,15485.8,36,151,0
2195,76084,166,288.8,17990.8,56,192,1
1467,40819,83,372.6,9764.2,14,121,0
1467,53352,97,252.0,11831.6,32,138,1
1494,51497,62,528.2,12008.2,23,139,1
1494,40545,61,224.4,9700.6,12,127,0
1179,42237,44,406.4,9427.4,25,59,1
1179,32578,77,450.6,7939.2,12,65,0
1365,42545,144,382.8,9268.6,21,93,0
1365,47613,85,299.0,9764.6,26,120,1
2145,62245,117,309.8,14355.6,30,114,0
2145,71463,187,208.8,16887.4,34,117,1
1418,61151,103,183.4,12145.0,42,111,1
1418,40026,102,342.2,8844.4,18,87,0
1242,48813,80,350.4,10161.6,29,110,1
1242,38473,72,298.0,8797.2,19,85,0
1491,56516,141,396.6,12163.6,47,118,1
1491,47011,106,158.4,9507.8,20,96,0
2033,70638,158,187.0,16474.6,42,155,1
2033,60901,176,347.6,13999.4,35,179,0
2293,72195,140,186.8,17039.8,30,181,0
2293,78430,198,359.8,19340.2,41,194,1
1145,37693,83,298.4,7948.8,25,77,1
1145,33591,73,186.8,7228.6,10,62,0
1614,43409,127,438.0,10224.8,17,105,0
1614,59442,143,353.2,13662.6,43,123,1
1912,74251,143,366.6,16168.2,55,190,1
1912,68319,227,403.2,16262.6,46,179,0
1185,33122,32,321.6,7984.6,11,95,0
1185,41027,58,325.2,8753.0,19,95,1
1271,47184,76,529.4,9906.4,29,119,1
1271,31915,42,434.6,7242.2,11,82,0
1826,57360,70,349.8,12857.8,29,191,0
1826,62147,97,430.2,13743.0,37,186,1
1590,42559,65,193.4,10448.6,13,96,0
1590,56627,90,425.2,13597.6,33,134,1
2153,72274,111,185.0,16551.8,38,172,1
2153,72922,164,279.8,18466.0,43,91,0
1388,52498,104,425.2,11419.0,30,115,1
1388,40843,113,344.8,9003.4,17,74,0
2018,71896,123,440.4,16842.8,42,205,1
2018,63723,98,294.6,14162.2,33,160,0
2694,81612,232,278.4,18414.6,40,307,0
2694,85198,139,255.0,21158.0,44,287,1
1374,39194,134,196.8,8870.0,19,102,0
1374,49907,81,320.4,10996.4,35,108,1
1574,48698,170,710.4,10489.8,31,150,0
1574,64432,120,343.0,12805.2,47,138,1
