Game Duration,Total Team Gold Earned,Total Team Crowd Control Time,Average Team Account Level,Average Team Champion Mastery,Total Team Kills,Total Team Vision Score,Win
1965,68296,128,246.4,15073.8,43,197,1
1965,63075,102,314.2,14493.2,38,206,0
1628,54288,112,261.6,12152.6,31,157,1
1628,47140,84,181.0,10788.0,12,99,0
1682,52564,89,318.6,11225.6,26,118,0
1682,62504,83,377.6,14276.4,42,184,1
1360,40891,67,357.6,8773.0,18,73,0
1360,57762,81,287.2,12453.2,39,86,1
2534,79105,151,503.8,19584.8,52,209,1
2534,82065,87,199.2,19586.0,41,250,0
920,31884,39,426.4,6368.0,24,60,1
920,23246,28,407.6,5269.8,7,39,0
2016,71243,342,131.2,16025.0,41,163,1
2016,68929,124,337.8,14930.2,48,187,0
1494,62163,145,368.0,12773.4,44,94,1
1494,51350,67,276.8,10631.6,29,107,0
1444,40856,54,304.0,9006.2,9,120,0
1444,51761,69,440.8,11094.0,25,99,1
1623,57686,226,195.6,11147.4,35,121,0
1623,63015,100,182.4,14061.2,45,143,1
1958,60176,141,324.4,14853.2,28,134,0
1958,71102,127,205.8,16854.4,38,216,1
1702,61206,73,239.6,13282.8,31,160,1
1702,50636,105,170.8,11486.6,30,188,0
2141,78437,152,267.6,19503.4,52,241,1
2141,72636,112,171.4,16885.4,42,186,0
1514,42161,72,378.8,10045.0,15,121,0
1514,52597,86,362.8,12373.2,28,116,1
1739,59243,41,298.0,13560.0,28,139,1
1739,49537,56,348.6,11204.0,20,167,0
1694,57643,56,321.0,12657.2,31,123,0
1694,58356,57,265.0,12428.6,25,147,1
957,25503,41,329.4,5891.6,8,52,0
957,32502,75,327.4,7200.0,15,70,1
1514,60057,86,186.6,13334.8,34,140,1
1514,43575,54,296.2,10229.0,16,75,0
1778,55513,61,347.8,12913.8,19,125,0
1778,69042,83,465.6,16569.0,35,169,1
1480,45459,64,298.8,9745.2,17,114,0
1480,55608,54,400.4,12809.6,31,123,1
916,34089,55,367.6,6215.4,25,66,1
916,24718,42,315.0,5094.0,8,51,0
1575,59212,119,435.4,12729.4,37,113,1
1575,44892,59,230.0,10140.2,22,108,0
1737,62279,78,299.2,14617.4,34,170,1
1737,52720,73,212.6,11832.6,26,114,0
1155,31753,50,412.0,6854.4,13,65,0
1155,44884,74,379.4,8596.8,37,70,1
1027,28230,20,394.0,6378.8,8,35,0
1027,37143,42,267.8,7424.4,20,74,1
1863,54975,124,297.4,13474.2,17,168,0
1863,64173,68,293.0,15691.4,28,197,1
1833,60422,78,315.2,14736.0,28,187,1
1833,53296,66,262.2,13239.6,18,159,0
2291,76049,110,306.6,17656.0,37,187,0
2291,74607,99,451.4,18333.6,40,210,1
925,33495,42,381.0,6865.2,18,53,1
925,22876,27,326.8,5392.0,3,43,0
1542,50461,114,474.4,11495.4,27,91,0
1542,61378,120,310.4,13309.8,44,151,1
1671,64871,92,195.6,13518.0,39,128,1
1671,56192,37,422.4,12144.6,32,85,0
2004,62959,92,400.2,13669.0,29,171,0
2004,70162,109,284.6,16150.4,40,198,1
1236,41853,59,460.0,9017.4,19,112,1
1236,36758,57,261.8,8102.2,10,87,0
2059,71713,130,339.2,16910.4,42,200,1
2059,69149,131,325.4,14005.8,32,215,0
1594,63146,79,225.6,13670.0,41,123,1
1594,48040,122,386.2,10820.2,18,100,0
1351,42834,59,460.8,9077.0,21,85,1
1351,45145,68,368.0,9946.2,29,104,0
1704,64287,120,386.4,13750.8,43,167,1
1704,60284,80,289.2,12294.2,32,136,0
2168,74957,168,151.8,18080.0,33,172,1
2168,70191,387,309.6,17006.0,33,223,0
1622,63479,72,498.0,14933.0,44,135,1
1622,48686,75,322.4,11410.4,23,133,0
1809,53729,108,431.6,12915.6,26,149,0
1809,65484,136,571.4,15537.2,34,166,1
1578,62542,96,198.0,13038.2,39,109,1
1578,52143,86,310.6,11685.4,30,133,0
1332,57113,70,191.6,11081.4,47,98,1
1332,36861,222,377.2,8559.8,18,107,0
1856,54094,129,375.8,12780.0,20,166,0
1856,63467,89,251.2,14779.4,27,178,1
1392,38658,64,398.8,8603.6,13,84,0
1392,51202,95,191.4,11632.8,31,130,1
938,24602,38,214.0,5475.4,8,61,0
938,32168,53,183.4,7049.0,25,63,1
1653,60483,135,267.8,13352.6,41,168,1
1653,49087,93,364.0,12365.2,22,113,0
1512,64170,97,193.8,13253.6,41,109,1
1512,43700,132,318.0,10085.6,25,75,0
2237,81094,232,327.2,17841.8,55,241,1
2237,75539,166,394.8,16601.8,39,211,0
1864,66307,97,305.8,14279.8,40,213,1
1864,54288,96,369.0,12547.4,29,204,0
915,32977,66,323.2,6336.6,21,58,1
915,24380,64,340.0,5199.6,10,50,0
1855,65015,110,479.6,15411.6,33,167,1
1855,57951,147,289.8,13244.8,16,176,0
2108,70907,154,214.6,15858.0,43,190,0
2108,77895,131,331.8,18756.8,55,196,1
1391,41927,73,196.0,9656.4,15,111,0
1391,54011,53,279.6,12347.6,36,106,1
2075,73520,143,273.8,16780.2,43,218,0
2075,69330,77,196.8,16510.0,33,173,1
1902,59759,248,341.6,12354.2,31,184,0
1902,64421,96,247.6,15147.8,32,127,1
1294,47649,69,272.2,10531.6,26,97,1
1294,35614,66,106.6,7893.6,14,85,0
1927,66261,192,350.8,14792.4,37,169,0
1927,75704,180,379.2,15459.0,49,176,1
1600,42610,97,154.2,10477.6,10,111,0
1600,59789,145,287.8,13913.2,33,129,1
1518,41247,62,472.0,10277.4,12,115,0
1518,56818,85,456.2,12717.0,28,125,1
1496,45296,90,345.2,9989.8,16,87,0
1496,56956,106,338.8,12352.6,39,127,1
1851,65488,138,340.6,14708.4,33,216,1
1851,54850,164,478.2,13152.0,28,156,0
1683,52531,126,533.2,11990.6,30,95,0
1683,62902,152,348.8,14305.8,38,152,1
1255,30974,66,244.0,7140.8,8,71,0
1255,49840,61,378.2,9540.0,29,76,1
1337,39466,96,476.2,8405.4,17,90,0
1337,53880,73,135.2,10606.8,39,123,1
1758,58656,119,316.4,12414.2,36,142,0
1758,66894,140,292.4,14558.2,47,143,1
1738,68216,166,387.4,14335.2,50,143,1
1738,53952,131,179.8,11438.2,23,131,0
1910,68925,108,351.6,15864.2,47,192,1
1910,59788,96,355.4,13749.6,27,171,0
1539,60525,92,492.8,13274.6,40,200,1
1539,46636,91,354.8,11218.2,16,104,0
1765,62320,134,320.0,14351.6,35,165,1
1765,56929,182,415.6,12710.8,23,149,0
1365,36659,82,374.4,9177.8,11,86,0
1365,52299,99,217.6,12455.6,32,84,1
1342,47326,67,211.0,11297.8,26,108,1
1342,37468,86,417.0,9183.4,9,78,0
1504,54804,97,249.8,12314.2,29,124,1
1504,38725,69,352.4,9672.4,15,75,0
1621,56750,98,467.6,12789.8,25,127,1
1621,40711,81,435.0,9992.0,10,136,0
2098,74403,141,371.4,18187.4,50,239,1
2098,69009,79,251.0,15554.0,40,172,0
2260,73136,193,293.6,16905.2,41,168,0
2260,83332,169,371.4,20624.4,53,142,1
1889,63787,92,264.0,14992.8,35,231,1
1889,55039,128,404.2,11714.8,21,176,0
2139,73994,146,402.8,16530.2,36,258,1
2139,69754,220,423.2,17301.0,38,179,0
2043,67649,76,479.0,16198.0,18,195,1
2043,61981,186,423.0,14622.0,32,219,0
1815,55545,129,422.8,12805.6,27,188,1
1815,53888,132,294.8,11320.2,24,180,0
1528,42042,82,201.0,9227.4,17,118,0
1528,55489,88,236.6,12254.6,28,127,1
2023,63648,91,317.6,14586.0,28,162,1
2023,67400,100,434.6,14128.8,26,164,0
1853,63271,128,489.2,13891.4,40,153,1
1853,54004,132,516.0,12318.4,22,173,0
1598,53808,119,316.6,11300.4,30,146,0
1598,54266,75,405.4,11960.0,21,122,1
2171,68681,158,300.8,16101.6,27,210,0
2171,77441,135,333.8,19508.4,42,167,1
924,26507,46,253.4,5316.8,10,48,0
924,34336,35,319.6,6206.8,24,68,1
1854,62336,55,382.6,15100.0,26,175,0
1854,69264,92,362.8,17360.8,38,181,1
1590,56037,73,351.8,12939.2,26,152,1
1590,45394,88,302.0,11208.6,17,114,0
1565,56412,43,170.8,12502.4,37,153,1
1565,41991,83,473.4,9580.2,18,101,0
1915,50784,75,381.0,12342.0,6,198,0
1915,58071,111,546.2,14328.4,19,154,1
1414,37415,59,437.4,8315.2,9,111,0
1414,49552,91,441.4,10400.6,25,96,1
1649,48176,70,343.4,11007.0,20,121,0
1649,68520,114,388.6,13757.8,44,144,1
1667,63335,130,465.2,14057.8,36,130,1
1667,45887,85,464.8,11571.8,19,113,0
1554,43556,66,334.4,10288.6,18,132,0
1554,55827,172,500.0,12773.0,30,110,1
1580,45834,94,475.6,10743.2,15,140,0
1580,55672,99,326.0,12843.2,34,110,1
1514,49916,219,335.2,10516.0,20,143,1
1514,37930,72,499.8,8637.8,8,109,0
1500,38309,134,477.8,8697.0,9,99,0
1500,55917,62,246.4,11731.4,31,124,1
956,27761,46,470.2,5939.4,9,48,0
956,34390,56,357.8,6541.0,23,37,1
1631,55122,121,461.0,11544.4,35,125,1
1631,52424,138,250.8,11244.8,22,178,0
1803,66846,119,324.0,15120.2,40,180,1
1803,51536,150,329.4,12557.2,22,138,0
212,5523,7,225.6,796.4,2,2,0
212,5505,7,315.8,924.0,1,0,1
1855,61330,139,348.0,14112.0,29,142,1
1855,52619,100,377.8,12094.2,16,178,0
1526,49602,93,464.4,9628.6,15,113,0
1526,57931,96,330.6,13468.0,47,155,1
1680,50390,96,375.4,12034.6,16,110,0
1680,56938,93,339.2,12854.2,33,140,1
2540,79299,156,498.2,19423.0,37,244,0
2540,84822,182,309.2,20318.2,41,244,1
1612,61444,71,354.8,12397.6,37,209,1
1612,45619,89,457.4,9694.2,14,100,0
1836,53453,151,298.2,12161.4,18,159,0
1836,62981,81,440.6,13854.0,25,203,1
1343,40694,76,287.0,8567.4,13,94,0
1343,48870,76,465.4,10657.2,28,108,1
1572,61019,135,389.8,13210.0,40,126,1
1572,46167,115,205.0,10623.6,19,103,0
2070,70433,74,290.6,17267.8,39,206,1
2070,66676,285,357.6,16345.0,40,164,0
1714,46054,94,274.8,10866.0,12,114,0
1714,59419,84,170.8,13995.0,34,174,1
1520,55761,71,424.6,13071.8,35,140,1
1520,46894,61,395.0,11028.2,16,110,0
2322,77843,220,414.8,18158.6,41,268,1
2322,79053,228,259.2,20128.6,35,228,0
1355,41770,80,468.6,8759.0,11,106,0
1355,51935,83,382.4,11789.2,38,127,1
1465,50126,50,355.6,10962.2,25,117,1
1465,39773,51,252.6,9002.0,13,113,0
1684,52189,102,375.4,11619.8,15,168,0
1684,58579,55,191.2,13032.2,31,158,1
1474,43425,82,389.8,10315.2,16,118,0
1474,59550,122,327.4,13044.2,39,125,1
1346,37460,43,456.0,8442.0,14,95,0
1346,51860,97,371.8,11212.4,33,125,1
1240,45919,92,384.6,9396.8,28,122,1
1240,34654,45,299.0,8237.8,10,70,0
1417,52919,67,332.4,11238.4,34,120,1
1417,48268,70,537.8,9749.0,24,92,0
918,21633,25,352.0,4692.6,7,29,0
918,36641,42,498.4,6157.6,22,49,1
1440,40581,91,392.0,9295.4,17,109,0
1440,47117,97,381.4,10411.2,18,135,1
962,33598,55,299.0,7329.6,18,72,1
962,21514,39,330.2,5318.6,2,52,0
2190,69365,96,231.8,16923.2,31,292,0
2190,75275,131,338.6,17972.6,37,173,1
2004,63052,83,287.2,14166.0,16,186,0
2004,63103,104,147.2,14610.8,32,149,1
1767,55285,127,318.6,12464.8,26,145,0
1767,63914,98,296.8,14253.0,37,156,1
789,27933,71,423.8,4290.6,21,37,1
789,22626,49,471.8,4037.4,6,24,0
1894,58477,90,335.0,14502.4,23,174,0
1894,66900,105,418.4,16487.8,39,207,1
1437,55065,77,359.8,11382.2,36,113,1
1437,43518,69,321.0,10008.4,25,92,0
1745,62902,148,426.6,14112.4,37,147,1
1745,53665,62,280.8,12330.2,17,151,0
1930,65220,114,296.2,16234.4,31,175,1
1930,61096,84,189.2,14564.2,21,187,0
1614,57571,84,389.0,12911.6,35,159,1
1614,47651,82,437.0,11301.6,20,138,0
1240,47978,99,327.8,10297.2,32,101,1
1240,35515,41,217.6,8121.4,16,61,0
1426,45137,42,406.6,10764.2,20,87,0
1426,56325,196,340.0,13098.4,39,115,1
1509,41298,64,435.0,9442.8,12,105,0
1509,57055,87,317.8,12543.4,31,150,1
1591,68220,93,329.4,14703.6,50,117,1
1591,50628,98,501.4,11514.0,28,128,0
1306,42030,47,370.2,10102.4,24,95,1
1306,38781,56,537.6,8892.8,11,96,0
2567,78591,122,386.0,19601.6,46,295,1
2567,81266,118,275.6,19447.4,22,232,0
1598,47770,100,418.0,10150.0,24,100,0
1598,63485,210,467.0,13749.2,51,163,1
1680,48024,127,472.0,11082.8,20,114,0
1680,64260,89,231.6,13727.0,49,142,1
1510,52134,95,345.0,11939.4,28,182,1
1510,40493,224,324.2,9561.0,13,117,0
1990,69860,98,539.2,16713.2,37,137,0
1990,84703,105,308.6,18807.0,61,182,1
1355,47440,44,452.6,11431.0,26,104,1
1355,47030,47,381.4,10399.6,23,85,0
1354,40245,64,446.8,8569.0,18,82,0
1354,54390,204,354.2,11229.2,36,134,1
1017,29031,72,253.4,6487.0,14,40,0
1017,39305,143,229.4,7603.6,26,59,1
1534,46208,93,303.8,10110.0,14,126,0
1534,48426,85,274.6,11515.6,28,134,1
1464,48922,104,515.0,9960.4,26,128,1
1464,43832,76,413.6,10079.0,22,107,0
1453,45917,214,536.8,10150.4,21,106,0
1453,59399,66,403.2,12520.4,40,121,1
2316,73548,128,488.4,16828.8,39,220,0
2316,80636,202,389.4,18377.4,43,243,1
2013,65075,154,263.0,14589.2,35,188,0
2013,68721,159,472.0,14678.2,42,179,1
1401,39833,74,412.6,9024.4,15,87,0
1401,50236,88,362.8,11444.0,24,128,1
1729,51520,112,354.8,11666.8,21,145,0
1729,60832,93,341.0,14508.2,36,151,1
1644,48568,85,337.4,11665.4,22,115,0
1644,63069,114,308.4,13931.2,41,123,1
1538,46022,98,337.4,10179.0,22,113,0
1538,56321,75,378.6,12316.0,35,137,1
1584,47840,110,411.0,11306.8,22,151,0
1584,59640,77,184.0,13725.0,44,119,1
1414,53658,107,464.6,11476.6,39,113,1
1414,37462,89,266.2,8433.4,11,79,0
1216,43849,79,279.8,9578.6,23,110,1
1216,33271,65,283.8,7682.2,11,63,0
1613,50441,66,299.6,11799.4,26,133,0
1613,56606,52,272.4,12399.2,28,144,1
1599,48029,84,171.0,10591.4,24,161,0
1599,62461,83,132.0,14155.6,38,162,1
1477,53806,80,322.4,12450.2,25,118,1
1477,38096,76,364.8,9587.0,5,96,0
950,34491,55,209.2,7025.0,20,71,1
950,25963,29,360.8,5905.6,7,66,0
1773,67083,84,312.2,14945.8,34,172,1
1773,58117,108,278.8,11998.6,23,162,0
2342,69920,169,338.4,16549.2,29,200,1
2342,78362,154,373.6,17708.4,30,237,0
1521,49265,60,292.4,11370.2,17,133,1
1521,41853,97,355.2,10220.2,14,109,0
1692,61132,77,493.2,13769.2,30,204,1
1692,47254,75,264.6,10768.2,16,126,0
1918,57638,123,549.2,13635.4,21,150,0
1918,65107,129,178.2,15617.8,29,173,1
1679,65771,175,521.2,12152.8,40,131,1
1679,51552,172,434.6,11164.4,21,169,0
1621,65201,179,334.6,12833.6,40,138,1
1621,50212,94,195.0,10286.4,18,98,0
1744,53462,157,260.6,12770.6,19,157,0
1744,64073,123,534.0,15494.2,34,141,1
1793,54924,99,126.0,12468.8,24,131,0
1793,66854,112,343.2,15418.4,31,230,1
1465,45119,94,256.6,9484.8,19,135,0
1465,50638,129,549.8,11068.4,27,137,1
1817,62781,150,448.2,15076.2,33,144,1
1817,55021,164,501.6,12280.8,18,153,0
1121,37640,75,326.0,8059.8,21,97,1
1121,35254,79,469.4,7447.2,14,98,0
1282,47220,78,441.4,10332.4,25,95,1
1282,33375,51,409.8,7986.4,7,76,0
2011,62228,117,256.2,14203.6,22,212,0
2011,65985,167,386.4,16314.8,30,191,1
1057,40946,48,509.0,7731.4,24,72,1
1057,29064,66,235.4,6286.2,11,76,0
1390,37526,78,372.0,9078.2,11,89,0
1390,50356,42,248.2,11234.6,28,141,1
1993,64796,124,314.0,16420.0,35,170,1
1993,61599,79,217.8,13886.6,22,198,0
2104,71421,85,359.2,17259.0,33,183,1
2104,70232,94,392.0,17036.4,34,209,0
2337,69777,235,206.0,17069.8,33,209,0
2337,77440,139,194.0,18391.0,36,204,1
1223,33681,79,311.0,7271.4,14,81,0
1223,43015,109,376.6,8966.8,26,80,1
1722,48736,171,431.4,11618.6,19,189,0
1722,55949,210,254.8,13203.8,26,129,1
1620,52533,98,517.4,12485.0,25,163,1
1620,48574,67,331.6,9683.4,14,160,0
1403,49074,57,451.6,11339.4,22,150,1
1403,39550,58,422.2,9618.0,10,75,0
1568,54458,89,393.0,12125.0,30,158,1
1568,47529,54,219.2,10319.6,15,96,0
1225,45216,66,391.0,9732.4,24,76,1
1225,31883,32,248.6,6937.8,9,74,0
768,18505,21,406.2,4092.4,4,25,0
768,26871,32,291.6,5135.2,16,41,1
1154,28891,81,603.6,6691.4,8,53,0
1154,50342,107,261.6,9309.6,36,89,1
1616,47404,110,282.4,10618.6,22,124,0
1616,57150,79,175.2,13289.6,30,136,1
1528,43564,52,359.4,9695.2,14,92,0
1528,55343,98,468.8,12510.0,29,153,1
1677,55063,57,281.4,11995.6,25,88,0
1677,61502,111,397.6,13247.2,50,175,1
637,23418,32,252.4,4070.2,15,36,1
637,14160,27,255.6,2682.8,3,21,0
1705,59453,125,451.4,14283.4,32,157,1
1705,47809,70,425.2,11406.8,13,129,0
1575,49552,65,230.4,10702.2,22,139,0
1575,55904,67,221.4,12836.2,28,182,1
1551,47101,85,303.6,10103.8,29,126,0
1551,51883,84,429.0,11268.2,27,100,1
1210,28966,53,433.4,7125.2,5,61,0
1210,41129,53,171.4,8988.0,18,88,1
1905,55715,67,337.6,12485.6,24,142,0
1905,71687,87,301.0,15034.6,53,140,1
1579,52301,96,330.2,11259.6,34,159,1
1579,48179,79,192.4,10182.6,21,124,0
1317,54451,57,319.0,10925.0,39,100,1
1317,35978,84,172.6,8033.2,17,81,0
1624,50376,76,230.6,11604.6,22,128,0
1624,63492,86,296.4,14022.6,41,174,1
1540,50543,72,247.0,11886.6,24,130,0
1540,57715,31,323.6,12299.6,32,134,1
1741,61556,161,316.6,14598.2,41,162,0
1741,64549,115,296.0,13581.2,35,148,1
1266,36047,36,459.4,8167.0,17,107,0
1266,45408,158,321.8,10323.0,24,102,1
1443,40857,49,251.6,9837.0,14,64,0
1443,56663,89,340.0,11810.4,40,123,1
1403,41877,53,195.6,9337.2,21,77,0
1403,58562,52,64.2,12036.2,40,110,1
1490,50519,101,279.0,12046.0,26,116,1
1490,42818,95,473.2,9553.8,16,107,0
2269,72194,81,373.4,16837.0,36,251,0
2269,79836,96,391.0,18708.6,33,244,1
1333,39343,41,289.8,9071.8,12,110,0
1333,48658,61,331.2,11140.6,26,116,1
1398,37070,113,322.2,8804.0,9,94,0
1398,53628,128,353.8,11445.4,29,94,1
2339,87157,187,233.6,17561.0,50,231,1
2339,82788,229,244.4,18654.6,53,192,0
1213,45705,101,201.4,9127.2,32,94,1
1213,33728,60,60.8,7471.0,10,64,0
1426,48109,108,165.4,10917.8,21,141,1
1426,35967,54,151.4,8183.8,9,71,0
1165,46606,84,392.8,9067.0,30,74,1
1165,28770,46,346.8,6068.0,9,58,0
1758,61443,74,363.0,13420.0,38,148,1
1758,52597,102,276.8,12899.6,26,102,0
1662,55588,78,259.2,12953.0,27,125,0
1662,65219,73,204.6,14645.8,37,109,1
1379,56446,62,231.8,11527.2,35,104,1
1379,45847,82,184.8,9589.2,26,74,0
1759,65787,108,416.0,15991.2,34,148,1
1759,56124,73,258.4,13014.4,27,132,0
1458,38176,98,229.0,8745.2,13,125,0
1458,47562,72,473.2,11503.4,27,102,1
1223,33463,37,377.4,7424.4,13,75,0
1223,47502,43,227.6,9087.8,33,94,1
1984,62433,83,407.6,13548.6,31,155,0
1984,69409,136,311.4,15943.4,44,162,1
1537,55080,87,302.2,12007.2,32,127,1
1537,46550,46,342.8,10208.2,21,134,0
1592,50247,54,138.8,10311.2,20,170,0
1592,54890,94,186.4,12216.0,34,148,1
1999,66650,199,304.0,14315.8,41,209,0
1999,72536,188,239.6,15941.6,54,186,1
1008,39648,67,216.4,7169.4,31,58,1
1008,25615,47,296.6,5673.4,8,101,0
1765,59920,103,263.6,14167.4,33,136,1
1765,54852,102,276.2,11942.2,29,136,0
1352,36805,70,326.6,8794.4,8,94,0
1352,45336,31,342.2,10416.2,18,137,1
1632,59644,70,335.2,13842.0,50,177,1
1632,48317,109,289.2,10864.4,25,112,0
1422,44994,47,342.6,9604.6,18,114,0
1422,51844,103,310.0,12757.4,28,154,1
1558,43015,73,260.0,9366.6,18,124,0
1558,55825,114,258.6,12646.4,31,128,1
1521,52516,82,308.8,11556.4,25,175,1
1521,42166,100,291.8,9931.8,17,112,0
1921,63839,134,415.6,14654.4,36,167,0
1921,65556,101,251.0,16047.2,36,154,1
1136,32488,41,299.6,6871.8,12,65,0
1136,43629,112,408.6,8638.8,32,64,1
1753,61070,93,212.0,13616.0,33,183,1
1753,51290,92,224.6,11545.0,21,145,0
1817,62330,65,228.2,13712.2,33,156,1
1817,59048,61,209.4,13867.0,35,145,0
